transcript,Ensembl_transcript_ID,Ensembl_gene_ID,Ensembl_gene_symbol
PB2015.13111.4,ENST00000417647,ENSG00000113141,IK
PB2015.13111.3,ENST00000417647,ENSG00000113141,IK
PB2015.13111.2,ENST00000417647,ENSG00000113141,IK
PB2015.13111.1,ENST00000417647,ENSG00000113141,IK
PB2015.16085.1,ENST00000373855,ENSG00000119397,CNTRL
PB2015.13147.15,ENST00000394434,ENSG00000133706,LARS
PB2015.1107.3,ENST00000368450,ENSG00000160691,SHC1
PB2015.14499.13,ENST00000620879,ENSG00000263001,GTF2I
PB2015.4567.1,ENST00000554882,ENSG00000092148,HECTD1
PB2015.8872.1,ENST00000280527,ENSG00000150938,CRIM1
PB2015.15844.1,ENST00000394264,ENSG00000187866,FAM122A
PB2015.3898.1,ENST00000544838,ENSG00000139437,TCHP
PB2015.10030.8,ENST00000300403,ENSG00000088325,TPX2
PB2015.7739.3,ENST00000238497,ENSG00000119541,VPS4B
PB2015.10030.9,ENST00000300403,ENSG00000088325,TPX2
PB2015.7739.2,ENST00000238497,ENSG00000119541,VPS4B
PB2015.11353.1,ENST00000307227,ENSG00000172340,SUCLG2
PB2015.5001.1,ENST00000392882,ENSG00000140105,WARS
PB2015.520.1,ENST00000371429,ENSG00000058804,NDC1
PB2015.5521.4,ENST00000613266,ENSG00000086666,ZFAND6
PB2015.5521.2,ENST00000613266,ENSG00000086666,ZFAND6
PB2015.5521.3,ENST00000558688,ENSG00000086666,ZFAND6
PB2015.5521.1,ENST00000613266,ENSG00000086666,ZFAND6
PB2015.7786.3,ENST00000587001,ENSG00000065268,WDR18
PB2015.12147.1,ENST00000514888,ENSG00000128050,PAICS
PB2015.7786.1,ENST00000585809,ENSG00000065268,WDR18
PB2015.3898.7,ENST00000405876,ENSG00000139437,TCHP
PB2015.7786.4,ENST00000585809,ENSG00000065268,WDR18
PB2015.8604.1,ENST00000302937,ENSG00000170892,TSEN34
PB2015.520.2,ENST00000371429,ENSG00000058804,NDC1
PB2015.5674.11,ENST00000397780,ENSG00000007392,LUC7L
PB2015.12147.3,ENST00000514888,ENSG00000128050,PAICS
PB2015.5282.1,ENST00000566423,ENSG00000128989,ARPP19
PB2015.9536.6,ENST00000392524,ENSG00000170144,HNRNPA3
PB2015.9536.7,ENST00000411529,ENSG00000170144,HNRNPA3
PB2015.9536.4,ENST00000411529,ENSG00000170144,HNRNPA3
PB2015.9536.5,ENST00000392524,ENSG00000170144,HNRNPA3
PB2015.9536.2,ENST00000411529,ENSG00000170144,HNRNPA3
PB2015.11334.1,ENST00000295900,ENSG00000163635,ATXN7
PB2015.11334.2,ENST00000333703,ENSG00000099715,PCDH11Y
PB2015.5297.1,ENST00000442196,ENSG00000260916,CCPG1
PB2015.5282.3,ENST00000566423,ENSG00000128989,ARPP19
PB2015.9536.8,ENST00000411529,ENSG00000170144,HNRNPA3
PB2015.9536.9,ENST00000411529,ENSG00000170144,HNRNPA3
PB2015.16325.1,ENST00000437259,ENSG00000165802,NSMF
PB2015.9697.1,ENST00000410026,ENSG00000173559,NABP1
PB2015.15916.5,ENST00000434753,ENSG00000101966,XIAP
PB2015.15985.2,ENST00000355295,ENSG00000196116,TDRD7
PB2015.15985.1,ENST00000355295,ENSG00000196116,TDRD7
PB2015.15745.1,ENST00000297661,ENSG00000165006,UBAP1
PB2015.14202.1,ENST00000258796,ENSG00000136295,TTYH3
PB2015.14202.2,ENST00000258796,ENSG00000136295,TTYH3
PB2015.7906.1,ENST00000264079,ENSG00000090674,MCOLN1
PB2015.8911.1,ENST00000472476,ENSG00000120948,TARDBP
PB2015.5449.9,ENST00000260376,ENSG00000137817,PARP6
PB2015.5449.8,ENST00000567440,ENSG00000137817,PARP6
PB2015.5449.1,ENST00000565443,ENSG00000137817,PARP6
PB2015.5449.3,ENST00000567440,ENSG00000137817,PARP6
PB2015.10237.2,ENST00000371828,ENSG00000124214,STAU1
PB2015.10237.5,ENST00000371856,ENSG00000124214,STAU1
PB2015.10237.4,ENST00000340954,ENSG00000124214,STAU1
PB2015.5449.7,ENST00000569795,ENSG00000137817,PARP6
PB2015.5449.6,ENST00000569795,ENSG00000137817,PARP6
PB2015.4912.1,ENST00000328736,ENSG00000070778,PTPN21
PB2015.5001.5,ENST00000392882,ENSG00000140105,WARS
PB2015.6856.4,ENST00000254043,ENSG00000171346,KRT15
PB2015.6856.1,ENST00000254043,ENSG00000171346,KRT15
PB2015.6856.2,ENST00000254043,ENSG00000171346,KRT15
PB2015.6856.3,ENST00000254043,ENSG00000171346,KRT15
PB2015.4640.1,ENST00000464942,ENSG00000184047,DIABLO
PB2015.13191.6,ENST00000336314,ENSG00000155506,LARP1
PB2015.13191.5,ENST00000336314,ENSG00000155506,LARP1
PB2015.13191.4,ENST00000336314,ENSG00000155506,LARP1
PB2015.13191.3,ENST00000336314,ENSG00000155506,LARP1
PB2015.13191.2,ENST00000336314,ENSG00000155506,LARP1
PB2015.13191.1,ENST00000336314,ENSG00000155506,LARP1
PB2015.9467.1,ENST00000359774,ENSG00000196151,WDSUB1
PB2015.9467.3,ENST00000409124,ENSG00000196151,WDSUB1
PB2015.9467.2,ENST00000359774,ENSG00000196151,WDSUB1
PB2015.9467.5,ENST00000359774,ENSG00000196151,WDSUB1
PB2015.9467.4,ENST00000409990,ENSG00000196151,WDSUB1
PB2015.9467.7,ENST00000359774,ENSG00000196151,WDSUB1
PB2015.9467.6,ENST00000359774,ENSG00000196151,WDSUB1
PB2015.5261.1,ENST00000606025,ENSG00000258881,AC007040.2
PB2015.14757.20,ENST00000482560,ENSG00000005483,KMT2E
PB2015.16426.1,ENST00000378946,ENSG00000198814,GK
PB2015.14757.22,ENST00000229179,ENSG00000111581,NUP107
PB2015.5001.7,ENST00000392882,ENSG00000140105,WARS
PB2015.8616.8,ENST00000344063,ENSG00000108107,RPL28
PB2015.5455.1,ENST00000339362,ENSG00000067141,NEO1
PB2015.16450.1,ENST00000344302,ENSG00000147121,KRBOX4
PB2015.16450.2,ENST00000344302,ENSG00000147121,KRBOX4
PB2015.16450.3,ENST00000344302,ENSG00000147121,KRBOX4
PB2015.16450.4,ENST00000476762,ENSG00000147121,KRBOX4
PB2015.8127.1,ENST00000392413,ENSG00000130518,KIAA1683
PB2015.2478.11,ENST00000380542,ENSG00000205531,NAP1L4
PB2015.8302.1,ENST00000355202,ENSG00000198182,ZNF607
PB2015.4251.2,ENST00000352251,ENSG00000120685,PROSER1
PB2015.3288.1,ENST00000341550,ENSG00000111653,ING4
PB2015.14367.1,ENST00000395925,ENSG00000106571,GLI3
PB2015.5275.2,ENST00000261839,ENSG00000128833,MYO5C
PB2015.5275.1,ENST00000261839,ENSG00000128833,MYO5C
PB2015.12667.1,ENST00000306862,ENSG00000172244,C5orf34
PB2015.12667.2,ENST00000306862,ENSG00000172244,C5orf34
PB2015.9123.8,ENST00000409470,ENSG00000168883,USP39
PB2015.4655.1,ENST00000441560,ENSG00000198513,ATL1
PB2015.13184.1,ENST00000566753,ENSG00000104164,BLOC1S6
PB2015.16278.1,ENST00000452918,ENSG00000064607,SUGP2
PB2015.16079.1,ENST00000366711,ENSG00000181873,IBA57
PB2015.313.1,ENST00000373703,ENSG00000162517,PEF1
PB2015.313.2,ENST00000373703,ENSG00000162517,PEF1
PB2015.5468.2,ENST00000379727,ENSG00000140465,CYP1A1
PB2015.8991.1,ENST00000335390,ENSG00000186889,TMEM17
PB2015.234.8,ENST00000473314,ENSG00000117616,RSRP1
PB2015.8624.1,ENST00000586790,ENSG00000173581,CCDC106
PB2015.15566.3,ENST00000220913,ENSG00000104472,CHRAC1
PB2015.15566.2,ENST00000519533,ENSG00000104472,CHRAC1
PB2015.15566.1,ENST00000220913,ENSG00000104472,CHRAC1
PB2015.7439.2,ENST00000590602,ENSG00000141524,TMC6
PB2015.7439.3,ENST00000590602,ENSG00000141524,TMC6
PB2015.7439.1,ENST00000590602,ENSG00000141524,TMC6
PB2015.7439.6,ENST00000590602,ENSG00000141524,TMC6
PB2015.7439.4,ENST00000590602,ENSG00000141524,TMC6
PB2015.7439.5,ENST00000306591,ENSG00000141524,TMC6
PB2015.4777.1,ENST00000315266,ENSG00000171723,GPHN
PB2015.2478.14,ENST00000620138,ENSG00000205531,NAP1L4
PB2015.1639.4,ENST00000040877,ENSG00000059588,TARBP1
PB2015.1639.5,ENST00000040877,ENSG00000059588,TARBP1
PB2015.1639.2,ENST00000040877,ENSG00000059588,TARBP1
PB2015.1639.3,ENST00000040877,ENSG00000059588,TARBP1
PB2015.1639.1,ENST00000040877,ENSG00000059588,TARBP1
PB2015.14063.1,ENST00000367545,ENSG00000152818,UTRN
PB2015.14063.2,ENST00000367545,ENSG00000152818,UTRN
PB2015.15510.1,ENST00000287380,ENSG00000156787,TBC1D31
PB2015.15510.2,ENST00000287380,ENSG00000156787,TBC1D31
PB2015.15510.3,ENST00000287380,ENSG00000156787,TBC1D31
PB2015.15510.4,ENST00000287380,ENSG00000156787,TBC1D31
PB2015.12677.2,ENST00000303221,ENSG00000170571,EMB
PB2015.12677.1,ENST00000303221,ENSG00000170571,EMB
PB2015.7425.1,ENST00000614987,ENSG00000100784,RPS6KA5
PB2015.7425.3,ENST00000614987,ENSG00000100784,RPS6KA5
PB2015.7425.2,ENST00000614987,ENSG00000100784,RPS6KA5
PB2015.7425.4,ENST00000614987,ENSG00000100784,RPS6KA5
PB2015.7967.1,ENST00000214869,ENSG00000099203,TMED1
PB2015.12399.2,ENST00000618787,ENSG00000167637,ZNF283
PB2015.12399.1,ENST00000507861,ENSG00000109452,INPP4B
PB2015.1987.2,ENST00000373910,ENSG00000072401,UBE2D1
PB2015.8053.1,ENST00000340736,ENSG00000072071,ADGRL1
PB2015.1987.1,ENST00000373910,ENSG00000072401,UBE2D1
PB2015.128.1,ENST00000333868,ENSG00000132906,CASP9
PB2015.1069.1,ENST00000532917,ENSG00000160654,CD3G
PB2015.128.3,ENST00000333868,ENSG00000132906,CASP9
PB2015.128.2,ENST00000333868,ENSG00000132906,CASP9
PB2015.10407.1,ENST00000318948,ENSG00000180530,NRIP1
PB2015.5612.8,ENST00000394275,ENSG00000140553,UNC45A
PB2015.8209.1,ENST00000304863,ENSG00000169021,UQCRFS1
PB2015.8209.2,ENST00000304863,ENSG00000169021,UQCRFS1
PB2015.8209.3,ENST00000304863,ENSG00000169021,UQCRFS1
PB2015.8209.4,ENST00000304863,ENSG00000169021,UQCRFS1
PB2015.8984.1,ENST00000398571,ENSG00000115464,USP34
PB2015.10516.1,ENST00000400454,ENSG00000171587,DSCAM
PB2015.178.2,ENST00000235835,ENSG00000053371,AKR7A2
PB2015.10516.3,ENST00000582693,ENSG00000265491,RNF115
PB2015.10516.2,ENST00000400454,ENSG00000171587,DSCAM
PB2015.10586.1,ENST00000400337,ENSG00000182871,COL18A1
PB2015.7084.2,ENST00000258962,ENSG00000136450,SRSF1
PB2015.7084.3,ENST00000578794,ENSG00000266086,AC015813.2
PB2015.7084.1,ENST00000578794,ENSG00000266086,AC015813.2
PB2015.7084.4,ENST00000578794,ENSG00000266086,AC015813.2
PB2015.178.1,ENST00000235835,ENSG00000053371,AKR7A2
PB2015.14677.1,ENST00000310300,ENSG00000077454,LRCH4
PB2015.9314.1,ENST00000334816,ENSG00000186132,C2orf76
PB2015.16567.5,ENST00000311128,ENSG00000174839,DENND6A
PB2015.5191.4,ENST00000382044,ENSG00000067369,TP53BP1
PB2015.16567.4,ENST00000311128,ENSG00000174839,DENND6A
PB2015.4721.9,ENST00000641045,ENSG00000172320,OR5A1
PB2015.4721.8,ENST00000360909,ENSG00000100592,DAAM1
PB2015.4721.7,ENST00000360909,ENSG00000100592,DAAM1
PB2015.4721.6,ENST00000360909,ENSG00000100592,DAAM1
PB2015.4721.5,ENST00000360909,ENSG00000100592,DAAM1
PB2015.4721.4,ENST00000360909,ENSG00000100592,DAAM1
PB2015.4721.3,ENST00000360909,ENSG00000100592,DAAM1
PB2015.4721.2,ENST00000360909,ENSG00000100592,DAAM1
PB2015.4721.1,ENST00000360909,ENSG00000100592,DAAM1
PB2015.16567.1,ENST00000311128,ENSG00000174839,DENND6A
PB2015.1701.2,ENST00000381496,ENSG00000151240,DIP2C
PB2015.8058.9,ENST00000393033,ENSG00000123159,GIPC1
PB2015.9322.3,ENST00000263713,ENSG00000115109,EPB41L5
PB2015.9322.2,ENST00000443124,ENSG00000115109,EPB41L5
PB2015.9322.1,ENST00000443124,ENSG00000115109,EPB41L5
PB2015.10753.1,ENST00000334679,ENSG00000167065,DUSP18
PB2015.2259.1,ENST00000369966,ENSG00000077150,NFKB2
PB2015.2259.3,ENST00000428099,ENSG00000077150,NFKB2
PB2015.2259.2,ENST00000428099,ENSG00000077150,NFKB2
PB2015.13297.1,ENST00000262848,ENSG00000183943,PRKX
PB2015.15644.1,ENST00000397461,ENSG00000144619,CNTN4
PB2015.531.4,ENST00000425300,ENSG00000271723,MROH7-TTC4
PB2015.14469.1,ENST00000441476,ENSG00000122512,PMS2
PB2015.9285.1,ENST00000409573,ENSG00000144161,ZC3H8
PB2015.7479.33,ENST00000615544,ENSG00000184009,ACTG1
PB2015.9787.1,ENST00000258382,ENSG00000135899,SP110
PB2015.15155.1,ENST00000321250,ENSG00000104660,LEPROTL1
PB2015.8958.11,ENST00000394600,ENSG00000085760,MTIF2
PB2015.1746.13,ENST00000328656,ENSG00000157551,KCNJ15
PB2015.8958.12,ENST00000263629,ENSG00000085760,MTIF2
PB2015.1746.12,ENST00000306085,ENSG00000169871,TRIM56
PB2015.7691.2,ENST00000318240,ENSG00000177576,C18orf32
PB2015.7691.3,ENST00000584895,ENSG00000215472,RPL17-C18orf32
PB2015.9638.1,ENST00000332624,ENSG00000115993,TRAK2
PB2015.9285.4,ENST00000263256,ENSG00000100418,DESI1
PB2015.7691.6,ENST00000584895,ENSG00000215472,RPL17-C18orf32
PB2015.5609.1,ENST00000268171,ENSG00000140564,FURIN
PB2015.7691.5,ENST00000318240,ENSG00000177576,C18orf32
PB2015.9209.6,ENST00000393493,ENSG00000115446,UNC50
PB2015.9209.5,ENST00000409975,ENSG00000115446,UNC50
PB2015.9209.4,ENST00000357765,ENSG00000115446,UNC50
PB2015.9209.3,ENST00000409975,ENSG00000115446,UNC50
PB2015.9209.2,ENST00000409975,ENSG00000115446,UNC50
PB2015.9209.1,ENST00000357765,ENSG00000115446,UNC50
PB2015.13806.2,ENST00000265107,ENSG00000082068,WDR70
PB2015.13806.3,ENST00000265107,ENSG00000082068,WDR70
PB2015.14681.4,ENST00000303210,ENSG00000172354,GNB2
PB2015.13806.1,ENST00000265107,ENSG00000082068,WDR70
PB2015.13806.6,ENST00000265107,ENSG00000082068,WDR70
PB2015.14681.3,ENST00000393924,ENSG00000172354,GNB2
PB2015.13806.4,ENST00000265107,ENSG00000082068,WDR70
PB2015.14681.1,ENST00000303210,ENSG00000172354,GNB2
PB2015.5847.3,ENST00000409552,ENSG00000038532,CLEC16A
PB2015.12500.3,ENST00000265000,ENSG00000109586,GALNT7
PB2015.5847.1,ENST00000409790,ENSG00000038532,CLEC16A
PB2015.12500.1,ENST00000265000,ENSG00000109586,GALNT7
PB2015.5847.4,ENST00000507311,ENSG00000248771,SMIM31
PB2015.8213.1,ENST00000574110,ENSG00000105176,URI1
PB2015.8213.3,ENST00000574110,ENSG00000105176,URI1
PB2015.8213.2,ENST00000574110,ENSG00000105176,URI1
PB2015.8213.5,ENST00000392271,ENSG00000105176,URI1
PB2015.8213.4,ENST00000360605,ENSG00000105176,URI1
PB2015.8213.6,ENST00000392271,ENSG00000105176,URI1
PB2015.7366.11,ENST00000425042,ENSG00000167861,HID1
PB2015.7366.10,ENST00000425042,ENSG00000167861,HID1
PB2015.7366.13,ENST00000425042,ENSG00000167861,HID1
PB2015.7366.12,ENST00000425042,ENSG00000167861,HID1
PB2015.14475.1,ENST00000627934,ENSG00000196313,POM121
PB2015.14475.2,ENST00000627934,ENSG00000196313,POM121
PB2015.531.1,ENST00000371281,ENSG00000243725,TTC4
PB2015.4313.4,ENST00000258648,ENSG00000136146,MED4
PB2015.4313.1,ENST00000258648,ENSG00000136146,MED4
PB2015.4313.2,ENST00000258648,ENSG00000136146,MED4
PB2015.4313.3,ENST00000258648,ENSG00000136146,MED4
PB2015.7253.6,ENST00000421422,ENSG00000174306,ZHX3
PB2015.11402.1,ENST00000326840,ENSG00000057019,DCBLD2
PB2015.2194.4,ENST00000536831,ENSG00000052749,RRP12
PB2015.2194.3,ENST00000536831,ENSG00000052749,RRP12
PB2015.2194.2,ENST00000536831,ENSG00000052749,RRP12
PB2015.2194.1,ENST00000536831,ENSG00000052749,RRP12
PB2015.4527.1,ENST00000534993,ENSG00000187630,DHRS4L2
PB2015.5572.1,ENST00000409719,ENSG00000125611,CHCHD5
PB2015.14304.1,ENST00000345317,ENSG00000005020,SKAP2
PB2015.13096.1,ENST00000265192,ENSG00000120727,PAIP2
PB2015.2270.3,ENST00000369893,ENSG00000156398,SFXN2
PB2015.14695.1,ENST00000249330,ENSG00000128564,VGF
PB2015.6002.3,ENST00000358201,ENSG00000177548,RABEP2
PB2015.14448.1,ENST00000275603,ENSG00000146731,CCT6A
PB2015.6792.2,ENST00000620233,ENSG00000277161,PIGW
PB2015.14448.3,ENST00000275603,ENSG00000146731,CCT6A
PB2015.14448.2,ENST00000275603,ENSG00000146731,CCT6A
PB2015.7348.1,ENST00000588877,ENSG00000154265,ABCA5
PB2015.12808.9,ENST00000340941,ENSG00000131844,MCCC2
PB2015.11927.2,ENST00000510175,ENSG00000250312,ZNF718
PB2015.7348.2,ENST00000588877,ENSG00000154265,ABCA5
PB2015.8006.1,ENST00000311437,ENSG00000188033,ZNF490
PB2015.15780.1,ENST00000377798,ENSG00000137054,POLR1E
PB2015.13071.1,ENST00000358387,ENSG00000113621,TXNDC15
PB2015.13071.2,ENST00000358387,ENSG00000113621,TXNDC15
PB2015.11120.9,ENST00000354379,ENSG00000093167,LRRFIP2
PB2015.5497.2,ENST00000267970,ENSG00000140391,TSPAN3
PB2015.11120.5,ENST00000354379,ENSG00000093167,LRRFIP2
PB2015.11120.4,ENST00000354379,ENSG00000093167,LRRFIP2
PB2015.11120.7,ENST00000421276,ENSG00000093167,LRRFIP2
PB2015.11120.6,ENST00000354379,ENSG00000093167,LRRFIP2
PB2015.14336.1,ENST00000262735,ENSG00000186951,PPARA
PB2015.243.1,ENST00000374298,ENSG00000127423,AUNIP
PB2015.11120.2,ENST00000421276,ENSG00000093167,LRRFIP2
PB2015.2270.6,ENST00000258711,ENSG00000136213,CHST12
PB2015.1457.1,ENST00000367188,ENSG00000158615,PPP1R15B
PB2015.1457.2,ENST00000367188,ENSG00000158615,PPP1R15B
PB2015.288.1,ENST00000335514,ENSG00000130770,ATPIF1
PB2015.7748.1,ENST00000340533,ENSG00000166347,CYB5A
PB2015.15073.2,ENST00000382020,ENSG00000104723,TUSC3
PB2015.5651.2,ENST00000394132,ENSG00000103852,TTC23
PB2015.2653.13,ENST00000395290,ENSG00000149187,CELF1
PB2015.2653.12,ENST00000310513,ENSG00000149187,CELF1
PB2015.2653.11,ENST00000395290,ENSG00000149187,CELF1
PB2015.2653.10,ENST00000531165,ENSG00000149187,CELF1
PB2015.2653.15,ENST00000531165,ENSG00000149187,CELF1
PB2015.2653.14,ENST00000531165,ENSG00000149187,CELF1
PB2015.287.6,ENST00000263697,ENSG00000126698,DNAJC8
PB2015.3209.1,ENST00000227474,ENSG00000110060,PUS3
PB2015.2711.1,ENST00000524591,ENSG00000250305,KIAA1456
PB2015.2598.2,ENST00000448838,ENSG00000110435,PDHX
PB2015.2270.4,ENST00000369893,ENSG00000156398,SFXN2
PB2015.11462.2,ENST00000273398,ENSG00000114573,ATP6V1A
PB2015.11462.3,ENST00000492720,ENSG00000146966,DENND2A
PB2015.11462.1,ENST00000273398,ENSG00000114573,ATP6V1A
PB2015.5900.1,ENST00000304414,ENSG00000170540,ARL6IP1
PB2015.5900.3,ENST00000304414,ENSG00000170540,ARL6IP1
PB2015.5900.2,ENST00000304414,ENSG00000170540,ARL6IP1
PB2015.5900.5,ENST00000304414,ENSG00000170540,ARL6IP1
PB2015.5900.4,ENST00000304414,ENSG00000170540,ARL6IP1
PB2015.5900.6,ENST00000567078,ENSG00000260342,AC138811.2
PB2015.9947.1,ENST00000440282,ENSG00000165626,BEND7
PB2015.14384.4,ENST00000242248,ENSG00000122678,POLM
PB2015.14384.5,ENST00000435068,ENSG00000122678,POLM
PB2015.14384.2,ENST00000335195,ENSG00000122678,POLM
PB2015.14384.3,ENST00000242248,ENSG00000122678,POLM
PB2015.14384.1,ENST00000435068,ENSG00000122678,POLM
PB2015.15301.4,ENST00000263849,ENSG00000104427,ZC2HC1A
PB2015.15301.5,ENST00000263849,ENSG00000104427,ZC2HC1A
PB2015.8871.1,ENST00000280527,ENSG00000150938,CRIM1
PB2015.15301.1,ENST00000263849,ENSG00000104427,ZC2HC1A
PB2015.16592.1,ENST00000341864,ENSG00000187325,TAF9B
PB2015.15301.3,ENST00000263849,ENSG00000104427,ZC2HC1A
PB2015.7329.14,ENST00000342579,ENSG00000171634,BPTF
PB2015.10893.1,ENST00000323013,ENSG00000189306,RRP7A
PB2015.10893.3,ENST00000323013,ENSG00000189306,RRP7A
PB2015.8630.1,ENST00000333201,ENSG00000198440,ZNF583
PB2015.3667.1,ENST00000228606,ENSG00000111012,CYP27B1
PB2015.11224.1,ENST00000321895,ENSG00000177352,CCDC71
PB2015.6993.1,ENST00000585291,ENSG00000082641,NFE2L1
PB2015.6993.2,ENST00000357480,ENSG00000082641,NFE2L1
PB2015.12401.1,ENST00000618834,ENSG00000204967,PCDHA4
PB2015.6993.4,ENST00000357480,ENSG00000082641,NFE2L1
PB2015.3736.3,ENST00000247833,ENSG00000127328,RAB3IP
PB2015.6993.6,ENST00000362042,ENSG00000082641,NFE2L1
PB2015.3736.1,ENST00000247833,ENSG00000127328,RAB3IP
PB2015.6993.8,ENST00000362042,ENSG00000082641,NFE2L1
PB2015.5569.3,ENST00000514406,ENSG00000104327,CALB1
PB2015.5569.1,ENST00000514406,ENSG00000104327,CALB1
PB2015.4191.5,ENST00000381116,ENSG00000122033,MTIF3
PB2015.13448.2,ENST00000274695,ENSG00000145996,CDKAL1
PB2015.13448.3,ENST00000613575,ENSG00000145996,CDKAL1
PB2015.15301.2,ENST00000263849,ENSG00000104427,ZC2HC1A
PB2015.6628.1,ENST00000306071,ENSG00000170175,CHRNB1
PB2015.13628.1,ENST00000395064,ENSG00000213588,ZBTB9
PB2015.1969.1,ENST00000618025,ENSG00000204149,AGAP6
PB2015.11569.1,ENST00000582693,ENSG00000265491,RNF115
PB2015.14205.4,ENST00000618619,ENSG00000265681,RPL17
PB2015.14205.2,ENST00000275364,ENSG00000146535,GNA12
PB2015.14205.3,ENST00000275364,ENSG00000146535,GNA12
PB2015.14205.1,ENST00000275364,ENSG00000146535,GNA12
PB2015.965.4,ENST00000583866,ENSG00000271425,NBPF10
PB2015.965.5,ENST00000614506,ENSG00000263956,NBPF11
PB2015.965.1,ENST00000581897,ENSG00000266338,NBPF15
PB2015.965.2,ENST00000621744,ENSG00000271383,NBPF19
PB2015.965.3,ENST00000369373,ENSG00000162825,NBPF20
PB2015.1482.3,ENST00000371316,ENSG00000162390,ACOT11
PB2015.14362.1,ENST00000596148,ENSG00000181029,TRAPPC5
PB2015.1862.5,ENST00000396271,ENSG00000107897,ACBD5
PB2015.10882.1,ENST00000255784,ENSG00000100147,CCDC134
PB2015.4839.1,ENST00000316836,ENSG00000176903,PNMA1
PB2015.13933.1,ENST00000367888,ENSG00000143198,MGST3
PB2015.5487.2,ENST00000618819,ENSG00000169410,PTPN9
PB2015.5792.2,ENST00000246949,ENSG00000213918,DNASE1
PB2015.5792.3,ENST00000570769,ENSG00000213918,DNASE1
PB2015.15733.4,ENST00000535206,ENSG00000086062,B4GALT1
PB2015.15733.3,ENST00000379731,ENSG00000086062,B4GALT1
PB2015.7396.1,ENST00000375215,ENSG00000204323,SMIM5
PB2015.5792.4,ENST00000407479,ENSG00000213918,DNASE1
PB2015.5792.5,ENST00000246949,ENSG00000213918,DNASE1
PB2015.5980.1,ENST00000328086,ENSG00000155592,ZKSCAN2
PB2015.7207.1,ENST00000611749,ENSG00000147853,AK3
PB2015.11737.9,ENST00000544106,ENSG00000085274,MYNN
PB2015.10722.7,ENST00000348295,ENSG00000183765,CHEK2
PB2015.6855.3,ENST00000246635,ENSG00000171401,KRT13
PB2015.11737.6,ENST00000349841,ENSG00000085274,MYNN
PB2015.11737.5,ENST00000349841,ENSG00000085274,MYNN
PB2015.11737.4,ENST00000544106,ENSG00000085274,MYNN
PB2015.11737.3,ENST00000544106,ENSG00000085274,MYNN
PB2015.11737.2,ENST00000349841,ENSG00000085274,MYNN
PB2015.11737.1,ENST00000349841,ENSG00000085274,MYNN
PB2015.1239.2,ENST00000354775,ENSG00000143149,ALDH9A1
PB2015.1239.3,ENST00000354775,ENSG00000143149,ALDH9A1
PB2015.1239.1,ENST00000354775,ENSG00000143149,ALDH9A1
PB2015.1239.4,ENST00000354775,ENSG00000143149,ALDH9A1
PB2015.1742.20,ENST00000379328,ENSG00000107485,GATA3
PB2015.16159.1,ENST00000415526,ENSG00000148337,CIZ1
PB2015.16159.2,ENST00000372954,ENSG00000148337,CIZ1
PB2015.16159.3,ENST00000372938,ENSG00000148337,CIZ1
PB2015.16159.4,ENST00000372954,ENSG00000148337,CIZ1
PB2015.16159.5,ENST00000372948,ENSG00000148337,CIZ1
PB2015.16159.6,ENST00000372938,ENSG00000148337,CIZ1
PB2015.16159.7,ENST00000372948,ENSG00000148337,CIZ1
PB2015.2366.2,ENST00000392799,ENSG00000107679,PLEKHA1
PB2015.971.9,ENST00000621645,ENSG00000269713,NBPF9
PB2015.2366.1,ENST00000368990,ENSG00000107679,PLEKHA1
PB2015.971.7,ENST00000395148,ENSG00000003402,CFLAR
PB2015.971.6,ENST00000395148,ENSG00000003402,CFLAR
PB2015.971.5,ENST00000395148,ENSG00000003402,CFLAR
PB2015.971.4,ENST00000488031,ENSG00000266338,NBPF15
PB2015.971.3,ENST00000581897,ENSG00000266338,NBPF15
PB2015.971.2,ENST00000395148,ENSG00000003402,CFLAR
PB2015.971.1,ENST00000395148,ENSG00000003402,CFLAR
PB2015.10601.1,ENST00000359568,ENSG00000160299,PCNT
PB2015.1225.1,ENST00000612123,ENSG00000185630,PBX1
PB2015.1225.3,ENST00000420696,ENSG00000185630,PBX1
PB2015.1225.2,ENST00000612123,ENSG00000185630,PBX1
PB2015.1225.5,ENST00000318636,ENSG00000169239,CA5B
PB2015.1225.4,ENST00000420696,ENSG00000185630,PBX1
PB2015.10778.2,ENST00000248975,ENSG00000128245,YWHAH
PB2015.665.3,ENST00000436063,ENSG00000067334,DNTTIP2
PB2015.665.2,ENST00000436063,ENSG00000067334,DNTTIP2
PB2015.665.1,ENST00000436063,ENSG00000067334,DNTTIP2
PB2015.3554.8,ENST00000552551,ENSG00000170421,KRT8
PB2015.3554.9,ENST00000552551,ENSG00000170421,KRT8
PB2015.8699.1,ENST00000252804,ENSG00000130508,PXDN
PB2015.7684.8,ENST00000402690,ENSG00000175387,SMAD2
PB2015.9402.6,ENST00000264158,ENSG00000115839,RAB3GAP1
PB2015.3554.5,ENST00000552551,ENSG00000170421,KRT8
PB2015.9402.4,ENST00000264158,ENSG00000115839,RAB3GAP1
PB2015.3554.7,ENST00000293308,ENSG00000170421,KRT8
PB2015.9402.2,ENST00000264158,ENSG00000115839,RAB3GAP1
PB2015.9402.3,ENST00000264158,ENSG00000115839,RAB3GAP1
PB2015.3554.2,ENST00000293308,ENSG00000170421,KRT8
