transcript,length,
NM_001282470,2871,
NM_001282471,549,
NM_031500,2397,
NM_031501,2451,
NM_001282478,840,
NM_001282479,840,
NM_001353546,1935,
NM_001353549,1752,
NM_014985,4965,
NM_001105251,4620,
NM_001005408,4683,
NM_014807,2124,
NM_014804,2904,
NM_014805,1824,
NM_014802,3003,
NM_014803,4452,
NM_014800,2184,
NM_014801,6414,
NM_001005404,360,
NM_001005405,471,
NM_014808,3165,
NM_001005407,7044,
NM_018728,5229,
NM_202470,1002,
NM_018723,1194,
NM_018727,2520,
NM_018725,1509,
NM_018724,531,
NM_001099287,1401,
NM_001099286,1158,
NM_001099285,336,
NM_001009959,894,
NM_001099283,1377,
NM_001099282,1377,
NM_001099281,1269,
NM_001099280,1269,
NM_012404,396,
NM_012405,855,
NM_012406,2406,
NM_012407,1248,
NM_012400,438,
NM_012401,5517,
NM_012402,1026,
NM_012403,705,
NM_001330452,1350,
NM_001330453,1542,
NM_001330450,837,
NM_001330451,1065,
NM_001330456,510,
NM_001330457,453,
NM_001330454,1299,
NM_005733,2673,
NM_001330458,1239,
NM_001330459,1701,
NM_005730,816,
NM_001258329,2643,
NM_001258328,3459,
NM_001258325,3564,
NM_001258324,570,
NM_001258327,3447,
NM_014070,978,
NM_001258321,570,
NM_001258320,570,
NM_001258323,570,
NM_001258322,570,
NM_001350890,2103,
NM_001350891,2094,
NM_001350892,1974,
NM_001354534,546,
NM_001350894,414,
NM_001354532,546,
NM_001354531,546,
NM_001354530,546,
NM_001350898,2508,
NM_001350899,2421,
NM_001354539,2559,
NM_001354538,2619,
NM_004021,3732,
NM_001201528,1860,
NM_004023,3402,
NM_004022,3693,
NM_001059,1398,
NM_001058,1224,
NM_001057,1197,
NM_004028,906,
NM_001055,888,
NM_001054,888,
NM_001053,1095,
NM_001052,1167,
NM_100486,1635,
NM_001050,1110,
NM_004130,1053,
NM_001321226,3648,
NM_001321225,3690,
NM_001321224,1386,
NM_001321223,1449,
NM_001321222,1623,
NM_001321221,2064,
NM_001321220,1938,
NM_001173431,4632,
NM_001321229,3648,
NM_001321228,3648,
NM_001164837,288,
NM_001164836,288,
NM_006883,678,
NM_001172437,2354,
NM_006885,11112,
NM_001164832,288,
NM_006887,1485,
NM_006886,156,
NM_006889,972,
NM_006888,450,
NM_001164839,534,
NM_001142576,1701,
NM_001142577,1929,
NM_001142574,1530,
NM_001142575,1470,
NM_001142572,1137,
NM_001142573,1545,
NM_001142571,1047,
NM_001142578,1926,
NM_001142579,477,
NM_001146055,423,
NM_001146054,423,
NM_001146056,1200,
NM_001146051,828,
NM_020141,225,
NM_020142,264,
NM_020143,759,
NM_020148,2229,
NM_203330,387,
NM_176866,699,
NM_032566,258,
NM_001352533,438,
NM_198999,2235,
NM_198998,888,
NM_001001895,1872,
NM_001001894,6078,
NM_198993,1236,
NM_198992,1572,
NM_198991,774,
NM_198990,1182,
NM_198996,1446,
NM_198995,2490,
NM_198994,2121,
NM_001003943,390,
NM_001003942,492,
NM_001003941,1284,
NM_001003940,555,
NM_001003945,1080,
NM_194298,1530,
NM_004137,576,
NM_194294,1263,
NM_194296,618,
NM_194291,723,
NM_194292,1974,
NM_194293,5532,
NM_198514,2181,
NM_001351859,2433,
NM_001351858,2523,
NM_001351857,2553,
NM_001351856,2637,
NM_001351855,2664,
NM_001351854,2754,
NM_001351853,2787,
NM_153339,912,
NM_001351850,5769,
NM_001184871,426,
NM_001184870,729,
NM_001184873,579,
NM_001184872,711,
NM_001184875,2517,
NM_001184874,2517,
NM_001184876,2517,
NM_001184879,1038,
NM_001297,3756,
NM_007046,3051,
NM_007047,1005,
NM_007044,1476,
NM_007045,1200,
NM_007042,375,
NM_007043,1146,
NM_007040,2571,
NM_007041,1557,
NM_001330522,906,
NM_007048,1542,
NM_001330523,654,
NM_003855,1626,
NM_001330520,5742,
NM_001256740,891,
NM_001206916,1452,
NM_001167870,477,
NM_001167871,693,
NM_001257334,1596,
NM_032561,654,
NM_001252127,3189,
NM_001299,894,
NM_000050,1239,
NM_001298,2085,
NM_001243299,2286,
NM_001079911,1494,
NM_001330528,1506,
NM_001330529,423,
NM_101395,1755,
NM_003857,1164,
NM_001145657,2046,
NM_001145652,735,
NM_001145650,1638,
NM_001145658,2184,
NM_001145659,2334,
NM_001135651,1656,
NM_022806,723,
NM_001031847,2271,
NM_004136,2892,
NM_001135653,1983,
NM_001326477,1449,
NM_001135652,1533,
NM_001135655,486,
NM_001199256,879,
NM_006319,642,
NM_006311,7323,
NM_006310,2760,
NM_006313,2859,
NM_006312,7545,
NM_006315,729,
NM_006314,2142,
NM_006317,684,
NM_006316,330,
NM_001286149,762,
NM_001127401,366,
NM_001127400,366,
NM_001257241,264,
NM_013992,864,
NM_001346011,708,
NM_001350924,441,
NM_152319,384,
NM_152318,558,
NM_001258290,2553,
NM_152313,1515,
NM_152312,2166,
NM_152311,681,
NM_152310,813,
NM_152317,885,
NM_152316,783,
NM_152315,1218,
NM_001258292,2718,
NM_001258295,2121,
NM_001350921,2391,
NM_001350922,2100,
NM_001258296,2109,
NM_001206389,423,
NM_015597,1374,
NM_001258298,1716,
NM_022173,1161,
NM_022172,3537,
NM_022171,312,
NM_022170,747,
NM_001135170,891,
NM_001316935,435,
NM_001142964,732,
NM_001142966,5772,
NM_001142961,1119,
NM_020997,1101,
NM_020996,627,
NM_020995,1047,
NM_020994,633,
NM_020993,696,
NM_001128228,2136,
NM_020991,654,
NM_020990,1254,
NM_001135171,870,
NM_020999,645,
NM_020998,2178,
NM_001128226,2787,
NM_001004416,3957,
NM_001128227,2262,
NM_001004419,585,
NM_006229,1404,
NM_001324334,1635,
NM_001301838,276,
NM_001301839,879,
NM_001301830,2355,
NM_001301833,894,
NM_001301834,381,
NM_001301836,342,
NM_001301837,294,
NM_001128220,633,
NM_001128221,621,
NM_001348912,1122,
NM_001242919,546,
NM_001242918,513,
NM_001242911,627,
NM_001242910,603,
NM_001242913,627,
NM_001242912,627,
NM_001242915,627,
NM_001242914,627,
NM_001242917,591,
NM_001242916,627,
NM_001207035,954,
NM_001207034,2706,
NM_001207037,849,
NM_001207036,861,
NM_001207033,3003,
NM_001207039,789,
NM_001207038,795,
NM_001199081,1929,
NM_030900,1566,
NM_030903,963,
NM_001017989,543,
NM_030905,939,
NM_030904,1110,
NM_030907,777,
NM_030906,1545,
NM_030908,933,
NM_001322259,1098,
NM_001322258,6966,
NM_001322257,3171,
NM_001322256,4404,
NM_001322255,375,
NM_001322254,6966,
NM_001322253,4404,
NM_001322252,7509,
NM_001322251,768,
NM_001322250,975,
NM_134270,2823,
NM_001318129,513,
NM_170682,1416,
NM_020408,276,
NM_001317839,393,
NM_001317838,393,
NM_001317830,1986,
NM_001317837,393,
NM_001317836,729,
NM_001321350,2598,
NM_021738,6645,
NM_021734,963,
NM_017607,2349,
NM_021732,444,
NM_017602,1716,
NM_001256663,1743,
NM_173676,1314,
NM_001276277,3732,
NM_020726,2115,
NM_016166,1956,
NM_182709,1386,
NM_182708,1683,
NM_001256660,1356,
NM_182701,666,
NM_182700,1527,
NM_182703,1569,
NM_182702,882,
NM_182705,645,
NM_182704,1041,
NM_182707,1281,
NM_182706,4968,
NM_001319299,684,
NM_016161,1023,
NM_001008239,1032,
NM_003226,285,
NM_003227,2406,
NM_003224,606,
NM_003225,255,
NM_003222,1353,
NM_003223,1017,
NM_003220,1314,
NM_003221,1383,
NM_001168335,1440,
NM_001168331,363,
NM_001280787,576,
NM_001135179,900,
NM_001145928,3252,
NM_144626,660,
NM_000076,951,
NM_001168338,411,
NM_001168339,2043,
NM_001109974,2058,
NM_022828,4293,
NM_001199239,1071,
NM_001199238,1071,
NM_022821,840,
NM_022820,1515,
NM_022823,705,
NM_022822,1869,
NM_022825,1353,
NM_022827,2409,
NM_022826,2115,
NM_001135673,1752,
NM_001135671,579,
NM_001135670,588,
NM_001135676,324,
NM_001135675,324,
NM_001135674,324,
NM_003594,3489,
NM_003595,1134,
NM_003596,1113,
NM_003597,1539,
NM_003590,2307,
NM_003591,2238,
NM_003592,2331,
NM_003593,1947,
NM_001331158,552,
NM_001331159,552,
NM_001308048,9192,
NM_020469,1065,
NM_020468,2682,
NM_020466,267,
NM_020465,1116,
NM_001008237,456,
NM_020463,2295,
NM_020461,5460,
NM_006223,471,
NM_015385,2451,
NM_144629,1506,
NM_001351326,765,
NM_001347007,1542,
NM_001347006,1542,
NM_001347005,1542,
NM_001347004,1542,
NM_001347009,1536,
NM_001347008,1536,
NM_002171,570,
NM_002170,570,
NM_031925,1032,
NM_002172,570,
NM_002175,570,
NM_002177,588,
NM_002176,564,
NM_002178,723,
NM_001290330,1242,
NM_001303523,1797,
NM_001136218,762,
NM_001136219,954,
NM_001303526,1230,
NM_001303527,1125,
NM_001303528,1146,
NM_001303529,903,
NM_001136216,762,
NM_001136217,762,
NM_001136213,1638,
NM_001354941,1845,
NM_001271282,5769,
NM_001271287,1473,
NM_001271286,1617,
NM_001271285,657,
NM_001271289,1389,
NM_001271288,1473,
NM_001012716,372,
NM_001257962,831,
NM_212472,1146,
NM_212471,1146,
NM_001349374,978,
NM_001257966,2613,
NM_212476,6891,
NM_001257964,519,
NM_212474,6531,
NM_212479,1704,
NM_212478,6993,
NM_001349379,678,
NM_001349378,852,
NM_001265587,474,
NM_001265581,1527,
NM_001265580,2010,
NM_001265582,192,
NM_001114980,1761,
NM_001265588,2136,
NM_001114982,1182,
NM_032433,1998,
NM_032432,1566,
NM_032431,1851,
NM_001346995,1704,
NM_032437,1890,
NM_032436,2439,
NM_001130913,381,
NM_001130912,1098,
NM_014177,747,
NM_001346992,915,
NM_032439,1131,
NM_032438,2343,
NM_001130919,690,
NM_001130918,2676,
NM_001346993,2028,
NM_001352962,807,
NM_001352960,1173,
NM_001352961,2547,
NM_001346358,969,
NM_001346359,969,
NM_001352964,3213,
NM_001352965,3063,
NM_001346354,1443,
NM_001346355,1401,
NM_001352968,1401,
NM_001346357,969,
NM_001346350,1443,
NM_001346351,1443,
NM_001346352,1443,
NM_001346353,1443,
NM_001199877,180,
NM_001303507,687,
NM_001025300,735,
NM_001004057,1599,
NM_001199875,513,
NM_018129,786,
NM_018128,2415,
NM_001145358,3822,
NM_018125,3840,
NM_001145356,1131,
NM_018127,2481,
NM_018126,744,
NM_018121,3522,
NM_018120,849,
NM_018122,1938,
NM_001349432,600,
NM_001190242,1923,
NM_001190241,1923,
NM_005336,3807,
NM_005337,3384,
NM_005334,6108,
NM_005335,1461,
NM_005332,429,
NM_005333,807,
NM_005330,444,
NM_032298,1773,
NM_032296,2148,
NM_032295,1332,
NM_032294,1518,
NM_032293,3042,
NM_032292,4590,
NM_032291,2487,
NM_032290,3177,
NM_012174,1599,
NM_012175,1416,
NM_012176,1164,
NM_012177,1344,
NM_012170,831,
NM_012171,999,
NM_012172,1857,
NM_012173,876,
NM_001301701,483,
NM_001270660,2589,
NM_001270661,2418,
NM_012179,1569,
NM_001348138,819,
NM_001348139,789,
NM_001348136,1005,
NM_001348137,918,
NM_001348134,1092,
NM_001348135,1011,
NM_001348132,1134,
NM_001348133,1134,
NM_001291157,4680,
NM_145185,1260,
NM_170699,993,
NM_170696,1443,
NM_170697,1269,
NM_001301317,1230,
NM_170695,1206,
NM_170692,3843,
NM_170693,1104,
NM_170691,2199,
NM_015035,2871,
NM_018000,645,
NM_001527,1467,
NM_001526,1335,
NM_001525,1278,
NM_001524,396,
NM_001523,1737,
NM_001522,3327,
NM_001521,2736,
NM_001520,6330,
NM_018006,1266,
NM_001528,1968,
NM_018004,828,
NM_001010915,699,
NM_001278074,5517,
NM_001113402,777,
NM_016215,822,
NM_016217,1632,
NM_016216,1635,
NM_016211,3546,
NM_016210,489,
NM_016213,1746,
NM_016212,375,
NM_016219,2100,
NM_016218,2613,
NM_001290208,2745,
NM_001290209,2595,
NM_152775,2502,
NM_199191,1152,
NM_001290202,2610,
NM_001282228,1410,
NM_001290206,1386,
NM_001351033,2208,
NM_001290204,1635,
NM_001290205,1533,
NM_199193,1131,
NM_001349354,3087,
NM_001351035,2322,
NM_007208,1047,
NM_007209,372,
NM_152774,519,
NM_007200,8442,
NM_007202,1989,
NM_007203,3312,
NM_007204,2475,
NM_007207,1449,
NM_001123,1038,
NM_001350618,459,
NM_001350619,1350,
NM_002847,3048,
NM_001350612,885,
NM_001350613,885,
NM_001350610,906,
NM_002846,2940,
NM_001350616,882,
NM_001350617,459,
NM_001350614,882,
NM_001350615,882,
NM_001308348,2013,
NM_003969,552,
NM_003968,1392,
NM_001308341,744,
NM_001308340,381,
NM_003967,1014,
NM_003966,3225,
NM_003960,684,
NM_001308347,900,
NM_001308346,2019,
NM_001198625,1734,
NM_001198624,618,
NM_001198627,1815,
NM_001198626,1815,
NM_001198621,3366,
NM_001198623,669,
NM_001198622,672,
NM_001083924,1068,
NM_001083926,927,
NM_001128077,135,
NM_001198628,1815,
NM_001126336,1968,
NM_001126337,1098,
NM_001126334,1251,
NM_001126335,1464,
NM_024759,1107,
NM_024758,1059,
NM_024755,3105,
NM_024754,1167,
NM_024757,3897,
NM_024756,2850,
NM_001164675,1065,
NM_001164674,1050,
NM_024753,3951,
NM_001126339,693,
NM_001323645,2721,
NM_001323644,2721,
NM_001126105,1536,
NM_001172896,444,
NM_001172897,444,
NM_001172895,444,
NM_001126107,3090,
NM_001006613,315,
NM_001195597,324,
NM_001164144,2439,
NM_001193288,1935,
NM_001193289,600,
NM_001193282,1941,
NM_001193283,399,
NM_001193280,1356,
NM_001193281,687,
NM_001193286,705,
NM_001193285,987,
NM_153000,1545,
NM_153001,1164,
NM_153002,2445,
NM_001172766,2145,
NM_153007,774,
NM_001318227,525,
NM_001320006,1935,
NM_001350622,1101,
NM_001195628,540,
NM_001006615,729,
NM_001195622,2943,
NM_001195620,534,
NM_001195626,3207,
NM_001195627,381,
NM_001291633,1998,
NM_001142389,762,
NM_001350621,1026,
NM_006027,2541,
NM_001293163,1569,
NM_001293167,648,
NM_001293164,1029,
NM_001324437,888,
NM_001324436,1038,
NM_001324438,852,
NM_001252051,753,
NM_001252050,753,
NM_001252053,858,
NM_001252052,756,
NM_152663,1752,
NM_001256732,1110,
NM_152660,924,
NM_152667,747,
NM_001256735,996,
NM_152665,540,
NM_001256737,1161,
NM_001256738,837,
NM_001256739,930,
NM_001322886,1965,
NM_001130979,6336,
NM_152630,1170,
NM_001351252,813,
NM_177969,579,
NM_177968,1164,
NM_001003682,924,
NM_001003683,1608,
NM_001003684,189,
NM_001003688,1398,
NM_001308204,402,
NM_177963,1266,
NM_152631,1938,
NM_177964,624,
NM_177967,930,
NM_177966,1830,
NM_001040078,1071,
NM_152632,2931,
NM_001009182,798,
NM_001009185,2169,
NM_001206887,2664,
NM_001009184,1116,
NM_001346372,972,
NM_001346373,957,
NM_001346370,1293,
NM_001178007,2133,
NM_001178006,369,
NM_001178005,900,
NM_001178004,2046,
NM_001178003,2826,
NM_001178002,3792,
NM_001178000,1647,
NM_031894,552,
NM_001178009,1656,
NM_001178008,1656,
NM_001322498,1836,
NM_031896,828,
NM_001101320,1275,
NM_025087,2100,
NM_001177608,933,
NM_001322490,927,
NM_001322492,828,
NM_183012,711,
NM_183013,747,
NM_001322497,1836,
NM_183011,900,
NM_001005367,1383,
NM_025082,1686,
NM_001146344,1437,
NM_001353730,1371,
NM_001353176,906,
NM_001353732,1341,
NM_001353733,1596,
NM_001353734,1611,
NM_001353735,1605,
NM_001353736,1371,
NM_001353737,1368,
NM_001353738,1455,
NM_001353739,1572,
NM_001326559,3780,
NM_001354700,822,
NM_001354701,5994,
NM_001354702,1680,
NM_001354703,1965,
NM_001354704,1716,
NM_001354705,2832,
NM_001206884,2658,
NM_021139,1587,
NM_001354708,1386,
NM_021137,951,
NM_021134,462,
NM_021135,2202,
NM_021132,1575,
NM_021133,2226,
NM_021130,498,
NM_014924,1479,
NM_152636,822,
NM_015321,1905,
NM_147190,1179,
NM_001319958,648,
NM_001005211,945,
NM_001005210,1026,
NM_001323903,2067,
NM_001005212,933,
NM_001005214,942,
NM_001005217,837,
NM_001005216,936,
NM_001272019,2229,
NM_001272013,1644,
NM_001272012,1644,
NM_001272011,1170,
NM_012239,1200,
NM_012238,2244,
NM_012237,1170,
NM_012236,1776,
NM_012235,3840,
NM_012234,687,
NM_012233,2946,
NM_012232,1173,
NM_012231,5157,
NM_012230,564,
NM_001206881,1794,
NM_001276405,1551,
NM_001255989,594,
NM_181524,1275,
NM_144715,2502,
NM_144716,540,
NM_178844,3198,
NM_144710,1365,
NM_144711,1677,
NM_144712,1482,
NM_181523,2175,
NM_006922,6003,
NM_006923,636,
NM_006920,5997,
NM_181528,336,
NM_144719,2148,
NM_006924,747,
NM_006925,819,
NM_145047,1140,
NM_145046,1155,
NM_203446,4053,
NM_203447,6300,
NM_001289037,1236,
NM_001289036,1557,
NM_001289035,1629,
NM_145040,786,
NM_001289039,1236,
NM_001289038,1236,
NM_145049,957,
NM_145048,666,
NM_001330179,582,
NM_004271,489,
NM_004272,1065,
NM_004273,1440,
NM_004274,6960,
NM_004275,639,
NM_004276,504,
NM_004277,972,
NM_004278,759,
NM_001330170,1287,
NM_001330173,612,
NM_001330172,2139,
NM_032788,1203,
NM_001330174,993,
NM_001330177,3519,
NM_001330176,519,
NM_018103,2577,
NM_198568,672,
NM_001145374,786,
NM_198566,1917,
NM_198567,1374,
NM_198564,1374,
NM_198565,2079,
NM_198562,804,
NM_198563,885,
NM_198560,744,
NM_178849,1395,
NM_001145371,1881,
NM_004460,2283,
NM_001145370,2214,
NM_018105,642,
NM_001300848,678,
NM_025165,1194,
NM_025164,3966,
NM_001300849,2124,
NM_025161,2646,
NM_025160,1986,
NM_198597,3285,
NM_001204885,639,
NM_001204884,639,
NM_001204887,468,
NM_001204886,639,
NM_025169,831,
NM_001204880,330,
NM_001204883,639,
NM_172102,642,
NM_001102564,627,
NM_001102566,207,
NM_001102560,531,
NM_001102562,1209,
NM_001085347,966,
NM_001031745,1140,
NM_001276325,1098,
NM_001300847,1551,
NM_001287509,417,
NM_001287508,417,
NM_198595,2193,
NM_001184937,2064,
NM_001042469,918,
NM_001885,528,
NM_001287501,1893,
NM_001287500,2061,
NM_001287503,3714,
NM_001287502,1914,
NM_001184938,1518,
NM_001184939,1518,
NM_001287507,318,
NM_001287506,417,
NM_001880,1518,
NM_001089591,276,
NM_198594,600,
NM_001205281,414,
NM_001243645,450,
NM_001347249,1512,
NM_001347248,1512,
NM_001205288,354,
NM_001330593,1830,
NM_001305275,6207,
NM_001104590,2706,
NM_001346196,1014,
NM_001346197,1014,
NM_001346194,1014,
NM_001346195,1014,
NM_198593,846,
NM_001330597,1878,
NM_001204399,816,
NM_001329585,306,
NM_001204398,954,
NM_001276326,1560,
NM_032965,342,
NM_001128633,4920,
NM_001031749,756,
NM_014375,1149,
NM_001354779,756,
NM_001330598,1878,
NM_001014448,1548,
NM_001354038,1842,
NM_004469,1065,
NM_005314,1155,
NM_005315,618,
NM_001100168,1059,
NM_001038628,996,
NM_005317,774,
NM_001242581,2835,
NM_005310,1599,
NM_080725,414,
NM_080722,3672,
NM_080723,588,
NM_080720,348,
NM_080721,1701,
NM_213726,666,
NM_001271733,2070,
NM_001271732,612,
NM_001271736,558,
NM_001271735,483,
NM_001271734,465,
NM_001288634,1689,
NM_001258209,915,
NM_001100875,2427,
NM_001100874,1428,
NM_001100877,813,
NM_001100876,876,
NM_001100873,1167,
NM_001100879,240,
NM_001288638,1305,
NM_001258205,2376,
NM_001005914,2247,
NM_001252617,531,
NM_001300740,321,
NM_023033,468,
NM_023035,7539,
NM_001349081,2409,
NM_001286820,840,
NM_001348424,2385,
NM_001286823,741,
NM_152503,3159,
NM_152501,1479,
NM_152504,618,
NM_152505,2013,
NM_001281719,690,
NM_001286561,6306,
NM_001286563,2238,
NM_001171868,924,
NM_001286564,2097,
NM_016057,534,
NM_016056,717,
NM_016055,639,
NM_016053,585,
NM_016052,849,
NM_016050,579,
NM_001127241,396,
NM_016059,501,
NM_016058,528,
NM_001001578,1476,
NM_001191022,1200,
NM_001352903,1575,
NM_001242668,306,
NM_001001579,1161,
NM_147161,1785,
NM_001191029,711,
NM_001206673,1089,
NM_004342,1617,
NM_004343,1254,
NM_001242898,2880,
NM_001242899,2802,
NM_001242894,1617,
NM_001242895,1173,
NM_001242896,4812,
NM_001017930,1803,
NM_001242890,1017,
NM_001242891,2535,
NM_001242892,2397,
NM_001242893,2304,
NM_001201402,1980,
NM_001300743,2880,
NM_001001571,1479,
NM_001004356,1515,
NM_001001573,1161,
NM_001001574,1524,
NM_001001575,1302,
NM_001351101,4155,
NM_001351100,4263,
NM_001351103,3852,
NM_001351102,3807,
NM_001351105,4110,
NM_001351104,3858,
NM_001351107,4110,
NM_001351106,3852,
NM_001351108,3813,
NM_001134468,396,
NM_001306210,1524,
NM_001306213,2613,
NM_001306212,2613,
NM_001306215,3246,
NM_001306214,2613,
NM_000948,684,
NM_000949,1869,
NM_001306219,1611,
NM_000947,1530,
NM_000944,1566,
NM_000945,513,
NM_000942,651,
NM_000943,639,
NM_000940,1065,
NM_000941,2043,
NM_001290129,1917,
NM_001160176,1059,
NM_001160174,873,
NM_001160175,1059,
NM_001160172,873,
NM_001160173,873,
NM_001160170,873,
NM_001160171,873,
NM_001316772,2058,
NM_001160179,873,
NM_001329502,315,
NM_001329503,513,
NM_001291872,1629,
NM_001291873,1611,
NM_001290693,1296,
NM_001256041,3132,
NM_001291876,8481,
NM_001348186,3459,
NM_001347859,1047,
NM_001029989,198,
NM_005922,4827,
NM_001347902,408,
NM_173674,1620,
NM_001347901,1557,
NM_001347907,387,
NM_173672,936,
NM_005920,1566,
NM_173678,2538,
NM_001348997,1473,
NM_201631,2163,
NM_201630,2142,
NM_201632,810,
NM_201634,807,
NM_201636,1224,
NM_175630,501,
NM_175636,1704,
NM_175635,1704,
NM_175634,1815,
NM_139022,963,
NM_003410,2418,
NM_003413,1404,
NM_001193511,2679,
NM_139026,4023,
NM_139027,4116,
NM_001193514,1317,
NM_001193515,1299,
NM_003419,1467,
NM_003418,534,
NM_139029,762,
NM_001286256,978,
NM_001320611,1590,
NM_001165032,744,
NM_001320610,711,
NM_001166435,1872,
NM_001166434,2310,
NM_001166436,1872,
NM_198041,444,
NM_198040,2577,
NM_198043,1086,
NM_198042,837,
NM_198045,891,
NM_198044,1017,
NM_198047,1017,
NM_198046,1134,
NM_005817,1305,
NM_005816,1710,
NM_005815,2016,
NM_005814,960,
NM_005813,2673,
NM_005811,1224,
NM_005810,570,
NM_005819,768,
NM_148955,1374,
NM_018299,543,
NM_001113228,1443,
NM_001113226,1620,
NM_001252618,702,
NM_031264,1956,
NM_001307990,2439,
NM_001307994,1155,
NM_001352633,6189,
NM_001352717,3177,
NM_001352636,6030,
NM_001352716,3183,
NM_001322065,1491,
NM_001318524,441,
NM_001318525,420,
NM_001318526,390,
NM_001318527,348,
NM_001318520,3945,
NM_001318521,2229,
NM_001318522,1401,
NM_001318523,1569,
NM_001352635,6054,
NM_001318528,333,
NM_001318529,330,
NM_001312647,294,
NM_001312646,420,
NM_015568,1704,
NM_015569,2592,
NM_015566,2013,
NM_015567,2877,
NM_015564,1551,
NM_015565,5439,
NM_015562,1470,
NM_015560,2883,
NM_001312648,294,
NM_001271069,225,
NM_001114403,792,
NM_002456,822,
NM_002457,15870,
NM_002454,2097,
NM_002455,1401,
NM_002452,471,
NM_002453,2184,
NM_002451,852,
NM_002458,17289,
NM_052813,1611,
NM_052811,1224,
NM_052817,2118,
NM_052814,1479,
NM_001256240,765,
NM_052819,1305,
NM_052818,732,
NM_001354142,2046,
NM_001354143,2046,
NM_001354140,2175,
NM_001354141,2175,
NM_001354146,2250,
NM_001354147,2250,
NM_001354144,2046,
NM_001354145,1947,
NM_001354148,2229,
NM_001354149,2121,
NM_001199184,2712,
NM_016404,378,
NM_001330680,1062,
NM_001353248,975,
NM_001353249,975,
NM_001226,882,
NM_001227,912,
NM_001220,2001,
NM_001221,1500,
NM_001222,1488,
NM_001223,1152,
NM_001353242,975,
NM_001353243,975,
NM_001353244,975,
NM_001353245,975,
NM_001353246,975,
NM_001353247,975,
NM_001159296,774,
NM_001082959,1521,
NM_001313990,546,
NM_001313992,480,
NM_001313993,480,
NM_001313994,2067,
NM_001313998,1353,
NM_001313999,1068,
NM_005109,1584,
NM_005108,1611,
NM_005101,498,
NM_001256865,2703,
NM_001195000,750,
NM_001195001,4302,
NM_005105,525,
NM_001195007,945,
NM_005107,1107,
NM_001195005,300,
NM_001311175,615,
NM_001311178,1080,
NM_001311179,816,
NM_170711,1137,
NM_170710,3969,
NM_177560,768,
NM_170714,1035,
NM_001032279,678,
NM_001032278,393,
NM_004472,1398,
NM_004473,1122,
NM_004470,429,
NM_001483,861,
NM_004476,2253,
NM_004477,777,
NM_004474,1488,
NM_001487,462,
NM_001488,1332,
NM_001489,1428,
NM_004479,1029,
NM_001351664,723,
NM_178276,1272,
NM_178270,1011,
NM_178271,966,
NM_178272,693,
NM_178273,528,
NM_000577,480,
NM_000576,810,
NM_000575,816,
NM_000574,1146,
NM_000573,6120,
NM_000572,537,
NM_001301128,4326,
NM_000570,702,
NM_000579,1059,
NM_000578,1653,
NM_003886,2565,
NM_003887,3021,
NM_003884,2499,
NM_003885,924,
NM_003882,1104,
NM_003883,1287,
NM_003880,1065,
NM_003881,753,
NM_003888,1557,
NM_003889,1305,
NM_000733,624,
NM_173851,1110,
NM_000689,1506,
NM_000688,1923,
NM_001278054,801,
NM_001161346,1959,
NM_000684,1434,
NM_001161344,1995,
NM_001161345,1992,
NM_001164194,1269,
NM_000680,1401,
NM_000683,1389,
NM_000682,1353,
NM_001282569,702,
NM_001001694,1011,
NM_001244570,300,
NM_002652,441,
NM_001351660,1479,
NM_001282567,732,
NM_001304958,996,
NM_001304959,996,
NM_001304954,795,
NM_001031739,885,
NM_001304957,996,
NM_001304951,663,
NM_001304952,1017,
NM_001304953,795,
NM_001012985,378,
NM_001012984,954,
NM_001351661,1347,
NM_017978,1851,
NM_001308068,2151,
NM_001308069,744,
NM_001308064,414,
NM_017972,1434,
NM_017971,450,
NM_001308067,759,
NM_001308060,324,
NM_001308061,372,
NM_017975,1776,
NM_017974,1767,
NM_001244572,300,
NM_001317177,699,
NM_001324313,846,
NM_172107,2619,
NM_001164738,1425,
NM_001317172,933,
NM_001164737,1527,
NM_001164730,627,
NM_001164731,525,
NM_001164732,432,
NM_172101,666,
NM_024096,513,
NM_024097,600,
NM_024094,1182,
NM_024095,867,
NM_024092,732,
NM_024093,699,
NM_024090,798,
NM_024091,1989,
NM_001303141,2367,
NM_001317171,177,
NM_001170820,687,
NM_024098,1083,
NM_024099,792,
NM_001271146,996,
NM_022781,1548,
NM_001252156,4524,
NM_001257389,717,
NM_001252150,699,
NM_001252151,570,
NM_002869,627,
NM_002868,648,
NM_002867,660,
NM_002866,663,
NM_002865,639,
NM_002864,4449,
NM_001257386,1836,
NM_001257387,969,
NM_002861,1170,
NM_002860,2388,
NM_001323665,2721,
NM_001323664,2721,
NM_001323667,1296,
NM_001323666,2721,
NM_024548,2598,
NM_024549,1722,
NM_001323663,2721,
NM_001323662,2721,
NM_024544,1059,
NM_024545,3147,
NM_024546,2181,
NM_024540,651,
NM_024541,2070,
NM_022782,3552,
NM_001122819,3087,
NM_022783,1230,
NM_001144952,6519,
NM_001144950,4722,
NM_001144951,705,
NM_001144956,279,
NM_001144954,531,
NM_001144955,915,
NM_001144958,2196,
NM_147173,444,
NM_147172,444,
NM_147175,1818,
NM_001271148,564,
NM_001007532,387,
NM_001007533,465,
NM_001007530,567,
NM_001193278,1623,
NM_001007537,1002,
NM_001007534,729,
NM_015457,2148,
NM_145249,315,
NM_001007538,888,
NM_001200047,492,
