transcript,double_bases,double_percent,single_bases,single_percent
PB2015.10758.3_9,62.0,0.62,38.0,0.38
PB2015.10758.3_8,70.0,0.7,30.0,0.3
PB2015.10758.3_5,64.0,0.64,36.0,0.36
PB2015.10758.3_4,72.0,0.72,28.0,0.28
PB2015.10758.3_7,70.0,0.7,30.0,0.3
PB2015.10758.3_6,62.0,0.62,38.0,0.38
PB2015.10758.3_1,66.0,0.66,34.0,0.34
PB2015.10758.3_0,64.0,0.64,36.0,0.36
PB2015.10758.3_3,64.0,0.64,36.0,0.36
PB2015.10758.3_2,62.0,0.62,38.0,0.38
PB2015.16642.9_91,62.0,0.62,38.0,0.38
PB2015.16642.9_90,58.0,0.58,42.0,0.42
PB2015.6838.1_12,56.0,0.56,44.0,0.44
PB2015.10800.1_6,60.0,0.6,40.0,0.4
PB2015.10800.1_5,62.0,0.62,38.0,0.38
PB2015.10800.1_4,68.0,0.68,32.0,0.32
PB2015.10800.1_3,62.0,0.62,38.0,0.38
PB2015.11562.4_22,58.0,0.58,42.0,0.42
PB2015.10800.1_1,64.0,0.64,36.0,0.36
PB2015.11562.4_20,54.0,0.54,46.0,0.46
PB2015.11090.1_7,48.0,0.48,52.0,0.52
PB2015.11090.1_6,44.0,0.44,56.0,0.56
PB2015.11090.1_5,46.0,0.46,54.0,0.54
PB2015.11090.1_4,48.0,0.48,52.0,0.52
PB2015.11090.1_3,56.0,0.56,44.0,0.44
PB2015.11090.1_2,62.0,0.62,38.0,0.38
PB2015.11090.1_1,64.0,0.64,36.0,0.36
PB2015.11090.1_0,62.0,0.62,38.0,0.38
PB2015.2696.1_56,56.0,0.56,44.0,0.44
PB2015.11090.1_8,42.0,0.42,58.0,0.58
PB2015.15445.4_38,54.0,0.54,46.0,0.46
PB2015.15445.4_39,56.0,0.56,44.0,0.44
PB2015.15445.4_30,58.0,0.58,42.0,0.42
PB2015.15445.4_31,52.0,0.52,48.0,0.48
PB2015.15445.4_32,56.0,0.56,44.0,0.44
PB2015.15445.4_33,54.0,0.54,46.0,0.46
PB2015.15445.4_34,52.0,0.52,48.0,0.48
PB2015.15445.4_35,48.0,0.48,52.0,0.52
PB2015.15445.4_36,48.0,0.48,52.0,0.52
PB2015.15445.4_37,54.0,0.54,46.0,0.46
PB2015.10367.2_0,62.0,0.62,38.0,0.38
PB2015.10367.2_1,62.0,0.62,38.0,0.38
PB2015.4421.1_8,44.0,0.44,56.0,0.56
PB2015.4421.1_9,44.0,0.44,56.0,0.56
PB2015.2604.1_15,48.0,0.48,52.0,0.52
PB2015.2604.1_14,52.0,0.52,48.0,0.48
PB2015.2604.1_11,50.0,0.5,50.0,0.5
PB2015.2604.1_10,56.0,0.56,44.0,0.44
PB2015.2604.1_13,50.0,0.5,50.0,0.5
PB2015.2604.1_12,48.0,0.48,52.0,0.52
PB2015.4421.1_4,56.0,0.56,44.0,0.44
PB2015.13079.1_9,22.0,0.22,78.0,0.78
PB2015.8349.11_26,64.0,0.64,36.0,0.36
PB2015.8349.11_27,58.0,0.58,42.0,0.42
PB2015.8349.11_24,58.0,0.58,42.0,0.42
PB2015.8349.11_25,62.0,0.62,38.0,0.38
PB2015.8349.11_22,56.0,0.56,44.0,0.44
PB2015.8349.11_23,62.0,0.62,38.0,0.38
PB2015.8349.11_20,56.0,0.56,44.0,0.44
PB2015.8349.11_21,58.0,0.58,42.0,0.42
PB2015.8349.11_28,50.0,0.5,50.0,0.5
PB2015.8349.11_29,56.0,0.56,44.0,0.44
PB2015.13503.1_78,58.0,0.58,42.0,0.42
PB2015.13503.1_79,58.0,0.58,42.0,0.42
PB2015.13503.1_74,56.0,0.56,44.0,0.44
PB2015.13503.1_75,66.0,0.66,34.0,0.34
PB2015.13503.1_76,60.0,0.6,40.0,0.4
PB2015.13503.1_77,58.0,0.58,42.0,0.42
PB2015.13503.1_70,60.0,0.6,40.0,0.4
PB2015.13503.1_71,66.0,0.66,34.0,0.34
PB2015.13503.1_72,72.0,0.72,28.0,0.28
PB2015.13503.1_73,56.0,0.56,44.0,0.44
PB2015.16623.2_60,60.0,0.6,40.0,0.4
PB2015.16623.2_61,60.0,0.6,40.0,0.4
PB2015.16623.2_62,68.0,0.68,32.0,0.32
PB2015.16623.2_63,66.0,0.66,34.0,0.34
PB2015.16623.2_64,72.0,0.72,28.0,0.28
PB2015.16623.2_65,70.0,0.7,30.0,0.3
PB2015.16623.2_66,68.0,0.68,32.0,0.32
PB2015.16623.2_67,68.0,0.68,32.0,0.32
PB2015.16623.2_68,62.0,0.62,38.0,0.38
PB2015.16623.2_69,60.0,0.6,40.0,0.4
PB2015.6798.1_20,58.0,0.58,42.0,0.42
PB2015.7044.1_29,56.0,0.56,44.0,0.44
PB2015.7044.1_28,52.0,0.52,48.0,0.48
PB2015.8778.1_9,62.0,0.62,38.0,0.38
PB2015.8778.1_8,54.0,0.54,46.0,0.46
PB2015.7044.1_23,54.0,0.54,46.0,0.46
PB2015.8778.1_6,58.0,0.58,42.0,0.42
PB2015.7044.1_21,48.0,0.48,52.0,0.52
PB2015.8778.1_4,56.0,0.56,44.0,0.44
PB2015.8778.1_3,60.0,0.6,40.0,0.4
PB2015.8778.1_2,52.0,0.52,48.0,0.48
PB2015.8778.1_1,56.0,0.56,44.0,0.44
PB2015.7044.1_24,52.0,0.52,48.0,0.48
PB2015.16624.5_1,58.0,0.58,42.0,0.42
PB2015.16624.5_0,62.0,0.62,38.0,0.38
PB2015.10086.3_51,54.0,0.54,46.0,0.46
PB2015.10086.3_50,54.0,0.54,46.0,0.46
PB2015.16624.5_5,56.0,0.56,44.0,0.44
PB2015.16624.5_4,56.0,0.56,44.0,0.44
PB2015.16624.5_7,60.0,0.6,40.0,0.4
PB2015.16624.5_6,56.0,0.56,44.0,0.44
PB2015.16624.5_9,58.0,0.58,42.0,0.42
PB2015.16624.5_8,60.0,0.6,40.0,0.4
PB2015.10086.3_59,40.0,0.4,60.0,0.6
PB2015.10086.3_58,42.0,0.42,58.0,0.58
PB2015.16788.10_4,58.0,0.58,42.0,0.42
PB2015.4532.5_5,70.0,0.7,30.0,0.3
PB2015.16788.10_6,62.0,0.62,38.0,0.38
PB2015.4532.5_3,68.0,0.68,32.0,0.32
PB2015.4532.5_2,70.0,0.7,30.0,0.3
PB2015.16788.10_3,54.0,0.54,46.0,0.46
PB2015.4532.5_0,64.0,0.64,36.0,0.36
PB2015.24.2_8,70.0,0.7,30.0,0.3
PB2015.24.2_9,66.0,0.66,34.0,0.34
PB2015.24.2_6,68.0,0.68,32.0,0.32
PB2015.24.2_7,70.0,0.7,30.0,0.3
PB2015.24.2_4,76.0,0.76,24.0,0.24
PB2015.24.2_5,70.0,0.7,30.0,0.3
PB2015.24.2_2,70.0,0.7,30.0,0.3
PB2015.24.2_3,64.0,0.64,36.0,0.36
PB2015.24.2_0,72.0,0.72,28.0,0.28
PB2015.24.2_1,76.0,0.76,24.0,0.24
PB2015.4500.1_0,60.0,0.6,40.0,0.4
PB2015.4500.1_1,58.0,0.58,42.0,0.42
PB2015.4500.1_2,58.0,0.58,42.0,0.42
PB2015.4500.1_3,46.0,0.46,54.0,0.54
PB2015.4500.1_4,52.0,0.52,48.0,0.48
PB2015.4500.1_5,50.0,0.5,50.0,0.5
PB2015.4500.1_6,46.0,0.46,54.0,0.54
PB2015.8325.2_8,64.0,0.64,36.0,0.36
PB2015.8325.2_9,60.0,0.6,40.0,0.4
PB2015.8325.2_6,56.0,0.56,44.0,0.44
PB2015.8325.2_7,60.0,0.6,40.0,0.4
PB2015.15631.1_29,62.0,0.62,38.0,0.38
PB2015.15631.1_28,64.0,0.64,36.0,0.36
PB2015.15631.1_25,58.0,0.58,42.0,0.42
PB2015.15631.1_24,68.0,0.68,32.0,0.32
PB2015.15631.1_27,60.0,0.6,40.0,0.4
PB2015.15631.1_26,58.0,0.58,42.0,0.42
PB2015.15631.1_21,66.0,0.66,34.0,0.34
PB2015.15631.1_20,68.0,0.68,32.0,0.32
PB2015.15631.1_23,56.0,0.56,44.0,0.44
PB2015.15631.1_22,62.0,0.62,38.0,0.38
PB2015.4588.3_21,62.0,0.62,38.0,0.38
PB2015.4588.3_20,64.0,0.64,36.0,0.36
PB2015.4588.3_23,62.0,0.62,38.0,0.38
PB2015.4588.3_22,66.0,0.66,34.0,0.34
PB2015.4588.3_25,62.0,0.62,38.0,0.38
PB2015.4588.3_24,52.0,0.52,48.0,0.48
PB2015.5195.1_15,44.0,0.44,56.0,0.56
PB2015.5195.1_14,52.0,0.52,48.0,0.48
PB2015.5195.1_17,50.0,0.5,50.0,0.5
PB2015.5195.1_16,42.0,0.42,58.0,0.58
PB2015.5195.1_11,36.0,0.36,64.0,0.64
PB2015.5195.1_10,42.0,0.42,58.0,0.58
PB2015.5195.1_13,48.0,0.48,52.0,0.52
PB2015.5195.1_12,48.0,0.48,52.0,0.52
PB2015.5195.1_19,48.0,0.48,52.0,0.52
PB2015.5195.1_18,58.0,0.58,42.0,0.42
PB2015.8693.3_11,66.0,0.66,34.0,0.34
PB2015.9703.5_10,50.0,0.5,50.0,0.5
PB2015.9703.5_11,58.0,0.58,42.0,0.42
PB2015.9703.5_12,64.0,0.64,36.0,0.36
PB2015.9703.5_13,66.0,0.66,34.0,0.34
PB2015.9703.5_14,58.0,0.58,42.0,0.42
PB2015.9703.5_15,66.0,0.66,34.0,0.34
PB2015.9703.5_16,58.0,0.58,42.0,0.42
PB2015.8693.3_12,64.0,0.64,36.0,0.36
PB2015.6024.1_20,66.0,0.66,34.0,0.34
PB2015.6024.1_21,62.0,0.62,38.0,0.38
PB2015.6024.1_22,68.0,0.68,32.0,0.32
PB2015.6024.1_23,66.0,0.66,34.0,0.34
PB2015.6024.1_24,66.0,0.66,34.0,0.34
PB2015.8693.3_15,70.0,0.7,30.0,0.3
PB2015.8693.3_14,64.0,0.64,36.0,0.36
PB2015.1241.1_11,62.0,0.62,38.0,0.38
PB2015.1241.1_10,64.0,0.64,36.0,0.36
PB2015.1241.1_12,52.0,0.52,48.0,0.48
PB2015.8693.3_16,64.0,0.64,36.0,0.36
PB2015.13753.6_2,64.0,0.64,36.0,0.36
PB2015.13753.6_3,68.0,0.68,32.0,0.32
PB2015.13753.6_0,66.0,0.66,34.0,0.34
PB2015.13753.6_1,62.0,0.62,38.0,0.38
PB2015.13753.6_6,64.0,0.64,36.0,0.36
PB2015.13753.6_7,58.0,0.58,42.0,0.42
PB2015.13753.6_4,64.0,0.64,36.0,0.36
PB2015.13753.6_5,68.0,0.68,32.0,0.32
PB2015.13753.6_8,64.0,0.64,36.0,0.36
PB2015.13753.6_9,64.0,0.64,36.0,0.36
PB2015.2296.5_16,60.0,0.6,40.0,0.4
PB2015.8509.7_2,60.0,0.6,40.0,0.4
PB2015.2296.5_14,58.0,0.58,42.0,0.42
PB2015.2296.5_15,52.0,0.52,48.0,0.48
PB2015.2296.5_12,54.0,0.54,46.0,0.46
PB2015.2296.5_13,60.0,0.6,40.0,0.4
PB2015.8509.7_5,62.0,0.62,38.0,0.38
PB2015.2296.5_11,60.0,0.6,40.0,0.4
PB2015.8509.7_9,64.0,0.64,36.0,0.36
PB2015.8509.7_8,66.0,0.66,34.0,0.34
PB2015.13743.2_5,50.0,0.5,50.0,0.5
PB2015.13743.2_4,50.0,0.5,50.0,0.5
PB2015.13743.2_7,50.0,0.5,50.0,0.5
PB2015.13743.2_6,50.0,0.5,50.0,0.5
PB2015.13743.2_1,62.0,0.62,38.0,0.38
PB2015.13743.2_0,60.0,0.6,40.0,0.4
PB2015.13743.2_3,68.0,0.68,32.0,0.32
PB2015.13743.2_2,68.0,0.68,32.0,0.32
PB2015.13743.2_9,50.0,0.5,50.0,0.5
PB2015.13743.2_8,54.0,0.54,46.0,0.46
PB2015.8986.2_60,48.0,0.48,52.0,0.52
PB2015.3495.1_2,64.0,0.64,36.0,0.36
PB2015.3495.1_3,66.0,0.66,34.0,0.34
PB2015.3495.1_0,62.0,0.62,38.0,0.38
PB2015.3495.1_1,72.0,0.72,28.0,0.28
PB2015.3495.1_4,70.0,0.7,30.0,0.3
PB2015.2766.7_233,50.0,0.5,50.0,0.5
PB2015.2766.7_232,48.0,0.48,52.0,0.52
PB2015.2766.7_231,52.0,0.52,48.0,0.48
PB2015.2766.7_230,60.0,0.6,40.0,0.4
PB2015.2766.7_237,54.0,0.54,46.0,0.46
PB2015.2766.7_236,46.0,0.46,54.0,0.54
PB2015.2766.7_235,50.0,0.5,50.0,0.5
PB2015.2766.7_234,48.0,0.48,52.0,0.52
PB2015.2766.7_239,56.0,0.56,44.0,0.44
PB2015.2766.7_238,60.0,0.6,40.0,0.4
PB2015.8423.4_11,56.0,0.56,44.0,0.44
PB2015.8423.4_10,56.0,0.56,44.0,0.44
PB2015.8423.4_12,62.0,0.62,38.0,0.38
PB2015.9833.1_1,70.0,0.7,30.0,0.3
PB2015.9833.1_2,72.0,0.72,28.0,0.28
PB2015.3038.2_8,60.0,0.6,40.0,0.4
PB2015.3038.2_9,60.0,0.6,40.0,0.4
PB2015.15329.1_0,50.0,0.5,50.0,0.5
PB2015.15329.1_1,42.0,0.42,58.0,0.58
PB2015.15329.1_2,36.0,0.36,64.0,0.64
PB2015.15329.1_3,42.0,0.42,58.0,0.58
PB2015.3038.2_2,62.0,0.62,38.0,0.38
PB2015.3038.2_3,62.0,0.62,38.0,0.38
PB2015.3038.2_0,64.0,0.64,36.0,0.36
PB2015.3038.2_1,62.0,0.62,38.0,0.38
PB2015.3038.2_6,56.0,0.56,44.0,0.44
PB2015.3038.2_7,58.0,0.58,42.0,0.42
PB2015.3038.2_4,62.0,0.62,38.0,0.38
PB2015.3038.2_5,58.0,0.58,42.0,0.42
PB2015.10173.1_8,52.0,0.52,48.0,0.48
PB2015.10173.1_9,52.0,0.52,48.0,0.48
PB2015.10173.1_0,54.0,0.54,46.0,0.46
PB2015.10173.1_1,60.0,0.6,40.0,0.4
PB2015.10173.1_2,66.0,0.66,34.0,0.34
PB2015.10173.1_3,74.0,0.74,26.0,0.26
PB2015.10173.1_4,68.0,0.68,32.0,0.32
PB2015.10173.1_5,62.0,0.62,38.0,0.38
PB2015.10173.1_6,56.0,0.56,44.0,0.44
PB2015.10173.1_7,60.0,0.6,40.0,0.4
PB2015.14528.1_30,64.0,0.64,36.0,0.36
PB2015.4745.6_13,40.0,0.4,60.0,0.6
PB2015.4745.6_10,44.0,0.44,56.0,0.56
PB2015.4745.6_11,36.0,0.36,64.0,0.64
PB2015.4745.6_16,56.0,0.56,44.0,0.44
PB2015.4745.6_17,54.0,0.54,46.0,0.46
PB2015.4745.6_14,50.0,0.5,50.0,0.5
PB2015.4745.6_15,52.0,0.52,48.0,0.48
PB2015.4745.6_18,58.0,0.58,42.0,0.42
PB2015.11119.6_58,52.0,0.52,48.0,0.48
PB2015.11119.6_59,60.0,0.6,40.0,0.4
PB2015.11119.6_56,62.0,0.62,38.0,0.38
PB2015.11119.6_57,60.0,0.6,40.0,0.4
PB2015.11119.6_54,62.0,0.62,38.0,0.38
PB2015.11119.6_55,62.0,0.62,38.0,0.38
PB2015.11119.6_52,60.0,0.6,40.0,0.4
PB2015.11119.6_53,70.0,0.7,30.0,0.3
PB2015.11119.6_50,60.0,0.6,40.0,0.4
PB2015.11119.6_51,64.0,0.64,36.0,0.36
PB2015.6088.1_3,60.0,0.6,40.0,0.4
PB2015.6088.1_2,68.0,0.68,32.0,0.32
PB2015.2809.1_21,58.0,0.58,42.0,0.42
PB2015.2809.1_20,50.0,0.5,50.0,0.5
PB2015.8830.2_7,46.0,0.46,54.0,0.54
PB2015.8830.2_6,48.0,0.48,52.0,0.52
PB2015.8830.2_5,50.0,0.5,50.0,0.5
PB2015.8830.2_4,50.0,0.5,50.0,0.5
PB2015.8830.2_3,60.0,0.6,40.0,0.4
PB2015.8830.2_2,62.0,0.62,38.0,0.38
PB2015.8830.2_1,60.0,0.6,40.0,0.4
PB2015.8830.2_0,60.0,0.6,40.0,0.4
PB2015.8830.2_9,56.0,0.56,44.0,0.44
PB2015.8830.2_8,54.0,0.54,46.0,0.46
PB2015.6088.1_9,36.0,0.36,64.0,0.64
PB2015.6088.1_8,42.0,0.42,58.0,0.58
PB2015.16793.1_8,52.0,0.52,48.0,0.48
PB2015.16793.1_9,64.0,0.64,36.0,0.36
PB2015.16793.1_2,54.0,0.54,46.0,0.46
PB2015.16793.1_3,58.0,0.58,42.0,0.42
PB2015.13503.1_10,66.0,0.66,34.0,0.34
PB2015.13503.1_11,76.0,0.76,24.0,0.24
PB2015.16793.1_6,50.0,0.5,50.0,0.5
PB2015.16793.1_7,52.0,0.52,48.0,0.48
PB2015.14235.5_19,58.0,0.58,42.0,0.42
PB2015.14235.5_18,64.0,0.64,36.0,0.36
PB2015.13503.1_14,58.0,0.58,42.0,0.42
PB2015.14235.5_11,56.0,0.56,44.0,0.44
PB2015.14235.5_10,50.0,0.5,50.0,0.5
PB2015.14235.5_13,54.0,0.54,46.0,0.46
PB2015.14235.5_12,66.0,0.66,34.0,0.34
PB2015.14235.5_15,62.0,0.62,38.0,0.38
PB2015.14235.5_14,64.0,0.64,36.0,0.36
PB2015.14235.5_17,54.0,0.54,46.0,0.46
PB2015.14235.5_16,60.0,0.6,40.0,0.4
PB2015.7424.1_14,44.0,0.44,56.0,0.56
PB2015.7424.1_15,44.0,0.44,56.0,0.56
PB2015.7424.1_16,44.0,0.44,56.0,0.56
PB2015.7424.1_17,38.0,0.38,62.0,0.62
PB2015.7424.1_10,54.0,0.54,46.0,0.46
PB2015.7424.1_11,64.0,0.64,36.0,0.36
PB2015.7424.1_12,58.0,0.58,42.0,0.42
PB2015.7424.1_13,54.0,0.54,46.0,0.46
PB2015.7424.1_18,42.0,0.42,58.0,0.58
PB2015.7424.1_19,54.0,0.54,46.0,0.46
PB2015.9147.1_0,66.0,0.66,34.0,0.34
PB2015.9147.1_1,68.0,0.68,32.0,0.32
PB2015.9147.1_2,74.0,0.74,26.0,0.26
PB2015.9147.1_3,68.0,0.68,32.0,0.32
PB2015.4591.10_9,54.0,0.54,46.0,0.46
PB2015.4591.10_8,50.0,0.5,50.0,0.5
PB2015.9147.1_6,58.0,0.58,42.0,0.42
PB2015.9147.1_7,60.0,0.6,40.0,0.4
PB2015.9147.1_8,58.0,0.58,42.0,0.42
PB2015.4591.10_4,48.0,0.48,52.0,0.52
PB2015.4591.10_7,52.0,0.52,48.0,0.48
PB2015.4591.10_6,48.0,0.48,52.0,0.52
PB2015.4591.10_1,52.0,0.52,48.0,0.48
PB2015.4591.10_0,50.0,0.5,50.0,0.5
PB2015.4591.10_3,54.0,0.54,46.0,0.46
PB2015.4591.10_2,52.0,0.52,48.0,0.48
PB2015.847.1_74,58.0,0.58,42.0,0.42
PB2015.201.2_3,66.0,0.66,34.0,0.34
PB2015.9043.2_10,58.0,0.58,42.0,0.42
PB2015.9043.2_11,66.0,0.66,34.0,0.34
PB2015.1602.2_57,56.0,0.56,44.0,0.44
PB2015.11725.13_12,68.0,0.68,32.0,0.32
PB2015.11725.13_13,56.0,0.56,44.0,0.44
PB2015.11725.13_10,62.0,0.62,38.0,0.38
PB2015.11725.13_11,56.0,0.56,44.0,0.44
PB2015.11725.13_16,44.0,0.44,56.0,0.56
PB2015.11725.13_17,54.0,0.54,46.0,0.46
PB2015.11725.13_14,70.0,0.7,30.0,0.3
PB2015.11725.13_15,58.0,0.58,42.0,0.42
PB2015.12543.4_202,68.0,0.68,32.0,0.32
PB2015.12543.4_203,66.0,0.66,34.0,0.34
PB2015.12543.4_200,56.0,0.56,44.0,0.44
PB2015.12543.4_201,64.0,0.64,36.0,0.36
PB2015.12543.4_206,66.0,0.66,34.0,0.34
PB2015.12543.4_207,72.0,0.72,28.0,0.28
PB2015.12543.4_204,70.0,0.7,30.0,0.3
PB2015.12543.4_205,56.0,0.56,44.0,0.44
PB2015.12543.4_208,60.0,0.6,40.0,0.4
PB2015.12543.4_209,64.0,0.64,36.0,0.36
PB2015.2499.5_42,58.0,0.58,42.0,0.42
PB2015.2499.5_43,46.0,0.46,54.0,0.54
PB2015.2499.5_40,56.0,0.56,44.0,0.44
PB2015.2499.5_41,58.0,0.58,42.0,0.42
PB2015.2499.5_46,52.0,0.52,48.0,0.48
PB2015.2499.5_47,50.0,0.5,50.0,0.5
PB2015.2499.5_44,46.0,0.46,54.0,0.54
PB2015.2499.5_45,52.0,0.52,48.0,0.48
PB2015.2499.5_48,54.0,0.54,46.0,0.46
PB2015.2499.5_49,58.0,0.58,42.0,0.42
PB2015.1319.1_11,46.0,0.46,54.0,0.54
PB2015.1319.1_10,44.0,0.44,56.0,0.56
PB2015.1006.3_8,50.0,0.5,50.0,0.5
PB2015.1006.3_9,48.0,0.48,52.0,0.52
PB2015.1006.3_2,60.0,0.6,40.0,0.4
PB2015.1006.3_3,60.0,0.6,40.0,0.4
PB2015.1006.3_0,60.0,0.6,40.0,0.4
PB2015.1006.3_1,66.0,0.66,34.0,0.34
PB2015.1006.3_6,54.0,0.54,46.0,0.46
PB2015.1006.3_7,48.0,0.48,52.0,0.52
PB2015.1006.3_4,54.0,0.54,46.0,0.46
PB2015.1006.3_5,56.0,0.56,44.0,0.44
PB2015.10628.1_9,62.0,0.62,38.0,0.38
PB2015.10628.1_8,52.0,0.52,48.0,0.48
PB2015.2281.4_7,54.0,0.54,46.0,0.46
PB2015.7286.1_0,64.0,0.64,36.0,0.36
PB2015.7286.1_1,56.0,0.56,44.0,0.44
PB2015.7286.1_2,60.0,0.6,40.0,0.4
PB2015.7286.1_3,58.0,0.58,42.0,0.42
PB2015.7286.1_4,62.0,0.62,38.0,0.38
PB2015.10378.2_0,66.0,0.66,34.0,0.34
PB2015.10378.2_1,68.0,0.68,32.0,0.32
PB2015.2439.5_16,54.0,0.54,46.0,0.46
PB2015.2439.5_15,48.0,0.48,52.0,0.52
PB2015.2439.5_14,46.0,0.46,54.0,0.54
PB2015.2439.5_13,64.0,0.64,36.0,0.36
PB2015.2439.5_12,68.0,0.68,32.0,0.32
PB2015.2439.5_11,52.0,0.52,48.0,0.48
PB2015.2439.5_10,64.0,0.64,36.0,0.36
PB2015.15622.8_31,62.0,0.62,38.0,0.38
PB2015.15622.8_30,58.0,0.58,42.0,0.42
PB2015.15622.8_33,58.0,0.58,42.0,0.42
PB2015.15622.8_32,62.0,0.62,38.0,0.38
PB2015.15622.8_35,60.0,0.6,40.0,0.4
PB2015.15622.8_34,60.0,0.6,40.0,0.4
PB2015.15622.8_37,54.0,0.54,46.0,0.46
PB2015.15622.8_36,66.0,0.66,34.0,0.34
PB2015.15622.8_39,60.0,0.6,40.0,0.4
PB2015.15622.8_38,64.0,0.64,36.0,0.36
PB2015.15513.4_30,60.0,0.6,40.0,0.4
PB2015.15513.4_31,64.0,0.64,36.0,0.36
PB2015.15513.4_32,58.0,0.58,42.0,0.42
PB2015.15513.4_33,58.0,0.58,42.0,0.42
PB2015.7561.7_0,60.0,0.6,40.0,0.4
PB2015.7561.7_1,62.0,0.62,38.0,0.38
PB2015.15513.4_36,54.0,0.54,46.0,0.46
PB2015.7561.7_3,62.0,0.62,38.0,0.38
PB2015.15513.4_38,52.0,0.52,48.0,0.48
PB2015.7561.7_8,40.0,0.4,60.0,0.6
PB2015.7561.7_9,50.0,0.5,50.0,0.5
PB2015.14940.1_8,58.0,0.58,42.0,0.42
PB2015.14940.1_9,56.0,0.56,44.0,0.44
PB2015.14940.1_2,66.0,0.66,34.0,0.34
PB2015.5411.1_1,70.0,0.7,30.0,0.3
PB2015.14940.1_0,62.0,0.62,38.0,0.38
PB2015.5411.1_3,58.0,0.58,42.0,0.42
PB2015.5411.1_4,58.0,0.58,42.0,0.42
PB2015.14940.1_7,56.0,0.56,44.0,0.44
PB2015.14940.1_4,64.0,0.64,36.0,0.36
PB2015.14940.1_5,54.0,0.54,46.0,0.46
PB2015.12543.4_2,56.0,0.56,44.0,0.44
PB2015.12543.4_3,56.0,0.56,44.0,0.44
PB2015.12543.4_0,58.0,0.58,42.0,0.42
PB2015.12543.4_1,58.0,0.58,42.0,0.42
PB2015.12543.4_6,52.0,0.52,48.0,0.48
PB2015.12543.4_7,52.0,0.52,48.0,0.48
PB2015.12543.4_4,52.0,0.52,48.0,0.48
PB2015.12543.4_5,60.0,0.6,40.0,0.4
PB2015.12543.4_8,44.0,0.44,56.0,0.56
PB2015.12543.4_9,62.0,0.62,38.0,0.38
PB2015.13607.10_38,58.0,0.58,42.0,0.42
PB2015.13607.10_39,54.0,0.54,46.0,0.46
PB2015.13607.10_32,62.0,0.62,38.0,0.38
PB2015.13607.10_33,60.0,0.6,40.0,0.4
PB2015.13607.10_30,54.0,0.54,46.0,0.46
PB2015.13607.10_31,52.0,0.52,48.0,0.48
PB2015.13607.10_36,54.0,0.54,46.0,0.46
PB2015.13607.10_37,54.0,0.54,46.0,0.46
PB2015.13607.10_34,54.0,0.54,46.0,0.46
PB2015.13607.10_35,56.0,0.56,44.0,0.44
PB2015.16413.2_8,46.0,0.46,54.0,0.54
PB2015.16413.2_6,62.0,0.62,38.0,0.38
PB2015.16413.2_7,64.0,0.64,36.0,0.36
PB2015.16413.2_4,62.0,0.62,38.0,0.38
PB2015.16413.2_5,60.0,0.6,40.0,0.4
PB2015.16413.2_2,72.0,0.72,28.0,0.28
PB2015.16413.2_3,62.0,0.62,38.0,0.38
PB2015.16413.2_0,68.0,0.68,32.0,0.32
PB2015.16413.2_1,70.0,0.7,30.0,0.3
PB2015.1250.2_12,46.0,0.46,54.0,0.54
PB2015.1250.2_10,54.0,0.54,46.0,0.46
PB2015.1250.2_11,48.0,0.48,52.0,0.52
PB2015.8478.1_0,66.0,0.66,34.0,0.34
PB2015.8478.1_1,62.0,0.62,38.0,0.38
PB2015.8478.1_2,64.0,0.64,36.0,0.36
PB2015.3396.1_21,76.0,0.76,24.0,0.24
PB2015.3396.1_20,76.0,0.76,24.0,0.24
PB2015.3396.1_23,62.0,0.62,38.0,0.38
PB2015.3396.1_22,68.0,0.68,32.0,0.32
PB2015.3396.1_25,68.0,0.68,32.0,0.32
PB2015.3396.1_24,66.0,0.66,34.0,0.34
PB2015.3396.1_27,62.0,0.62,38.0,0.38
PB2015.3396.1_26,66.0,0.66,34.0,0.34
PB2015.3396.1_29,54.0,0.54,46.0,0.46
PB2015.3396.1_28,62.0,0.62,38.0,0.38
PB2015.13248.1_12,48.0,0.48,52.0,0.52
PB2015.13248.1_13,48.0,0.48,52.0,0.52
PB2015.13248.1_10,40.0,0.4,60.0,0.6
PB2015.13248.1_11,46.0,0.46,54.0,0.54
PB2015.13232.1_3,66.0,0.66,34.0,0.34
PB2015.13232.1_2,62.0,0.62,38.0,0.38
PB2015.13232.1_1,64.0,0.64,36.0,0.36
PB2015.13232.1_0,64.0,0.64,36.0,0.36
PB2015.13232.1_7,60.0,0.6,40.0,0.4
PB2015.13232.1_6,56.0,0.56,44.0,0.44
PB2015.13232.1_5,70.0,0.7,30.0,0.3
PB2015.13232.1_4,66.0,0.66,34.0,0.34
PB2015.13232.1_9,50.0,0.5,50.0,0.5
PB2015.13232.1_8,52.0,0.52,48.0,0.48
PB2015.12543.4_32,48.0,0.48,52.0,0.52
PB2015.363.3_22,70.0,0.7,30.0,0.3
PB2015.363.3_21,66.0,0.66,34.0,0.34
PB2015.12543.4_31,44.0,0.44,56.0,0.56
PB2015.363.3_27,70.0,0.7,30.0,0.3
PB2015.363.3_26,64.0,0.64,36.0,0.36
PB2015.363.3_25,74.0,0.74,26.0,0.26
PB2015.12543.4_35,40.0,0.4,60.0,0.6
PB2015.12543.4_38,38.0,0.38,62.0,0.62
PB2015.363.3_28,66.0,0.66,34.0,0.34
PB2015.16314.1_11,68.0,0.68,32.0,0.32
